geneId,geneSymbol,DSI,DPI,PLI,protein_class_name,protein_class,NofDiseases,NofPmids
6462,SHBG,0.44,0.81,0.00,NULL,NULL,368,727
6469,SHH,0.46,0.85,0.98,NULL,NULL,303,317
6473,SHOX,0.56,0.65,0.67,NULL,NULL,138,162
6476,SI,0.57,0.69,0.00,Enzyme,DTO_05007624,117,454
6484,ST3GAL4,0.59,0.69,0.04,NULL,NULL,115,203
6490,PMEL,0.53,0.77,0.00,Signaling,DTO_05007599,138,225
6495,SIX1,0.50,0.69,0.65,"Transcription factor",DTO_05007542,200,145
6502,SKP2,0.49,0.81,0.96,NULL,NULL,204,330
6506,SLC1A2,0.51,0.73,0.71,Transporter,DTO_05007405,208,207
6513,SLC2A1,0.39,0.81,0.99,Transporter,DTO_05007405,687,938
6514,SLC2A2,0.57,0.69,0.00,Transporter,DTO_05007405,123,161
6515,SLC2A3,0.53,0.77,0.01,Transporter,DTO_05007405,144,111
6517,SLC2A4,0.53,0.77,0.00,Transporter,DTO_05007405,158,296
6519,SLC3A1,0.59,0.73,0.00,Transporter,DTO_05007405,84,123
6521,SLC4A1,0.52,0.73,0.85,Transporter,DTO_05007405,193,188
6523,SLC5A1,0.58,0.65,0.00,Transporter,DTO_05007405,94,103
6524,SLC5A2,0.50,0.77,0.00,Transporter,DTO_05007405,214,850
6528,SLC5A5,0.50,0.77,0.00,Transporter,DTO_05007405,195,384
6530,SLC6A2,0.49,0.85,0.08,Transporter,DTO_05007405,238,355
6531,SLC6A3,0.45,0.89,1.00,Transporter,DTO_05007405,373,945
6532,SLC6A4,0.43,0.81,0.25,Transporter,DTO_05007405,440,1595
6535,SLC6A8,0.48,0.85,1.00,Transporter,DTO_05007405,274,295
6546,SLC8A1,0.54,0.77,1.00,Transporter,DTO_05007405,146,119
6548,SLC9A1,0.55,0.73,0.79,Transporter,DTO_05007405,144,147
6554,SLC10A1,0.63,0.46,0.00,Transporter,DTO_05007405,54,107
6556,SLC11A1,0.53,0.85,0.00,Transporter,DTO_05007405,141,195
6558,SLC12A2,0.55,0.81,0.96,Transporter,DTO_05007405,128,105
6559,SLC12A3,0.49,0.81,0.00,Transporter,DTO_05007405,252,307
6566,SLC16A1,0.50,0.85,0.00,Transporter,DTO_05007405,195,199
6567,SLC16A2,0.59,0.58,0.99,Transporter,DTO_05007405,108,108
6571,SLC18A2,0.55,0.77,0.08,Transporter,DTO_05007405,150,139
6573,SLC19A1,0.52,0.69,0.00,Transporter,DTO_05007405,155,160
6574,SLC20A1,0.58,0.58,0.07,Transporter,DTO_05007405,87,114
6580,SLC22A1,0.56,0.73,0.00,Transporter,DTO_05007405,119,142
6581,SLC22A3,0.53,0.85,0.00,Transporter,DTO_05007405,154,186
6582,SLC22A2,0.57,0.77,0.00,Transporter,DTO_05007405,98,102
6583,SLC22A4,0.60,0.77,0.00,Transporter,DTO_05007405,90,113
6584,SLC22A5,0.61,0.73,0.00,Transporter,DTO_05007405,103,174
6590,SLPI,0.45,0.85,0.00,"Enzyme modulator",DTO_05007584,310,345
6591,SNAI2,0.51,0.69,0.80,NULL,NULL,189,242
6594,SMARCA1,0.50,0.81,1.00,Enzyme,DTO_05007624,183,284
6595,SMARCA2,0.53,0.77,1.00,"Epigenetic regulator",DTO_05007378,189,122
6597,SMARCA4,0.45,0.89,1.00,"Epigenetic regulator",DTO_05007378,347,342
6598,SMARCB1,0.43,0.85,1.00,"Nucleic acid binding",DTO_05007557,448,519
6606,SMN1,0.45,0.77,0.02,"Epigenetic regulator",DTO_05007378,317,1141
6607,SMN2,0.46,0.77,0.10,NULL,NULL,299,1033
6608,SMO,0.49,0.73,0.00,"G-protein coupled receptor",DTO_02300001,215,134
6609,SMPD1,0.50,0.89,0.00,Enzyme,DTO_05007624,247,310
6611,SMS,0.49,0.85,0.97,NULL,NULL,263,265
6615,SNAI1,0.47,0.81,0.22,NULL,NULL,243,428
6616,SNAP25,0.49,0.81,0.99,Transporter,DTO_05007405,283,236
6620,SNCB,0.62,0.58,0.07,Transporter,DTO_05007405,60,147
6622,SNCA,0.43,0.89,0.88,Transporter,DTO_05007405,449,3338
6623,SNCG,0.55,0.62,0.00,Transporter,DTO_05007405,122,187
6624,FSCN1,0.50,0.73,0.87,"Cellular structure",DTO_05007530,175,216
6638,SNRPN,0.54,0.73,0.04,"Nucleic acid binding",DTO_05007557,183,635
6646,SOAT1,0.42,0.85,0.00,Enzyme,DTO_05007624,389,679
6647,SOD1,0.38,0.96,0.18,Enzyme,DTO_05007624,689,2803
6648,SOD2,0.38,0.92,0.15,Enzyme,DTO_05007624,668,815
6649,SOD3,0.53,0.81,0.00,Enzyme,DTO_05007624,138,103
6652,SORD,0.55,0.77,0.00,Enzyme,DTO_05007624,113,170
6653,SORL1,0.58,0.69,0.00,Transporter,DTO_05007405,103,153
6654,SOS1,0.49,0.81,1.00,"Enzyme modulator",DTO_05007584,261,219
6657,SOX2,0.41,0.81,0.71,"Transcription factor",DTO_05007542,503,842
6659,SOX4,0.49,0.81,0.93,"Transcription factor",DTO_05007542,246,198
6662,SOX9,0.42,0.85,1.00,NULL,NULL,466,497
6663,SOX10,0.46,0.81,0.99,NULL,NULL,334,233
6664,SOX11,0.49,0.81,0.86,"Transcription factor",DTO_05007542,246,127
6667,SP1,0.49,0.77,1.00,"Nucleic acid binding",DTO_05007557,209,288
6678,SPARC,0.45,0.85,0.89,Signaling,DTO_05007599,344,425
6683,SPAST,0.58,0.58,1.00,"Cellular structure",DTO_05007530,138,231
6687,SPG7,0.44,0.89,0.00,Enzyme,DTO_05007624,419,561
6688,SPI1,0.63,0.65,0.98,"Transcription factor",DTO_05007542,58,107
6690,SPINK1,0.49,0.81,0.31,NULL,NULL,216,317
6696,SPP1,0.35,0.89,0.00,NULL,NULL,824,1279
6714,SRC,0.47,0.89,1.00,Kinase,DTO_03300101,265,405
6716,SRD5A2,0.56,0.62,NULL,Enzyme,DTO_05007624,106,226
6720,SREBF1,0.52,0.81,0.01,NULL,NULL,159,218
6721,SREBF2,0.57,0.58,0.21,NULL,NULL,112,133
6722,SRF,0.53,0.81,0.98,"Transcription factor",DTO_05007542,147,145
6736,SRY,0.46,0.81,NULL,"Transcription factor",DTO_05007542,315,413
6737,TRIM21,0.49,0.81,0.00,NULL,NULL,229,354
6741,SSB,0.61,0.69,0.09,"Nucleic acid binding",DTO_05007557,60,103
6750,SST,0.40,0.89,0.34,Signaling,DTO_05007599,535,1173
6752,SSTR2,0.54,0.73,0.44,"G-protein coupled receptor",DTO_02300001,149,202
6754,SSTR4,0.47,0.85,0.00,"G-protein coupled receptor",DTO_02300001,273,438
6757,SSX2,0.58,0.62,NULL,"Nucleic acid binding",DTO_05007557,87,205
6760,SS18,0.64,0.46,0.75,"Nucleic acid binding",DTO_05007557,57,208
6768,ST14,0.51,0.77,0.56,Enzyme,DTO_05007624,170,169
6770,STAR,0.51,0.81,0.00,NULL,NULL,177,210
6772,STAT1,0.40,0.89,1.00,"Nucleic acid binding",DTO_05007557,531,746
6774,STAT3,0.32,0.92,1.00,"Nucleic acid binding",DTO_05007557,1193,4079
6775,STAT4,0.47,0.77,0.77,"Nucleic acid binding",DTO_05007557,316,333
6776,STAT5A,0.45,0.81,1.00,"Nucleic acid binding",DTO_05007557,318,509
6777,STAT5B,0.44,0.81,1.00,"Nucleic acid binding",DTO_05007557,357,525
6778,STAT6,0.48,0.81,0.99,"Nucleic acid binding",DTO_05007557,281,346
6783,SULT1E1,0.51,0.81,0.00,NULL,NULL,171,175
6786,STIM1,0.50,0.81,0.78,NULL,NULL,247,161
6790,AURKA,0.48,0.73,0.87,Kinase,DTO_03300101,245,394
6792,CDKL5,0.52,0.69,1.00,Kinase,DTO_03300101,224,243
6794,STK11,0.44,0.81,0.99,Kinase,DTO_03300101,372,733
6812,STXBP1,0.53,0.69,1.00,Transporter,DTO_05007405,213,109
6817,SULT1A1,0.55,0.77,0.00,NULL,NULL,122,151
6822,SULT2A1,0.55,0.77,0.00,NULL,NULL,126,138
6833,ABCC8,0.47,0.85,0.00,Transporter,DTO_05007405,317,454
6850,SYK,0.48,0.81,1.00,Kinase,DTO_03300101,229,243
6855,SYP,0.48,0.81,0.92,Transporter,DTO_05007405,243,283
6857,SYT1,0.41,0.85,0.60,Transporter,DTO_05007405,460,707
6863,TAC1,0.42,0.92,0.75,NULL,NULL,478,664
6868,ADAM17,0.45,0.81,1.00,NULL,NULL,316,410
6869,TACR1,0.50,0.89,0.00,"G-protein coupled receptor",DTO_02300001,217,191
6876,TAGLN,0.54,0.69,0.09,"Cellular structure",DTO_05007530,131,116
6885,MAP3K7,0.48,0.81,1.00,Kinase,DTO_03300101,273,178
6886,TAL1,0.51,0.73,0.57,"Transcription factor",DTO_05007542,202,379
6890,TAP1,0.50,0.81,0.00,Transporter,DTO_05007405,181,208
6891,TAP2,0.52,0.81,0.00,Transporter,DTO_05007405,155,174
6898,TAT,0.49,0.85,0.01,NULL,NULL,230,297
6899,TBX1,0.43,0.81,0.84,"Transcription factor",DTO_05007542,417,339
6900,CNTN2,0.58,0.69,0.00,Receptor,DTO_05007575,99,147
6901,TAZ,0.48,0.81,0.73,Enzyme,DTO_05007624,252,365
6908,TBP,0.55,0.85,0.02,"Transcription factor",DTO_05007542,158,148
6910,TBX5,0.53,0.77,1.00,"Transcription factor",DTO_05007542,170,260
6925,TCF4,0.46,0.85,1.00,"Transcription factor",DTO_05007542,378,387
6926,TBX3,0.53,0.77,0.99,"Transcription factor",DTO_05007542,179,100
6927,HNF1A,0.48,0.85,0.96,"Nucleic acid binding",DTO_05007557,292,599
6928,HNF1B,0.47,0.81,1.00,"Nucleic acid binding",DTO_05007557,279,336
6929,TCF3,0.48,0.85,0.03,"Transcription factor",DTO_05007542,244,246
6932,TCF7,0.56,0.65,0.01,NULL,NULL,108,116
6934,TCF7L2,0.49,0.85,1.00,NULL,NULL,257,698
6935,ZEB1,0.44,0.81,0.97,"Transcription factor",DTO_05007542,310,706
6943,TCF21,0.54,0.69,0.83,NULL,NULL,143,153
6962,TRBV20OR9-2,0.40,0.92,NULL,NULL,NULL,456,1113
7001,PRDX2,0.47,0.89,0.09,Enzyme,DTO_05007624,243,260
7003,TEAD1,0.56,0.73,1.00,"Transcription factor",DTO_05007542,116,102
7010,TEK,0.46,0.69,1.00,Kinase,DTO_03300101,300,342
7012,TERC,0.47,0.85,NULL,NULL,NULL,296,269
7014,TERF2,0.54,0.73,0.99,NULL,NULL,125,101
7015,TERT,0.37,0.85,0.99,Enzyme,DTO_05007624,703,1371
7018,TF,0.53,0.85,0.00,Enzyme,DTO_05007624,168,133
7019,TFAM,0.53,0.73,0.17,NULL,NULL,147,130
7020,TFAP2A,0.49,0.77,0.99,"Transcription factor",DTO_05007542,250,154
7030,TFE3,0.54,0.65,0.98,NULL,NULL,118,273
7031,TFF1,0.53,0.77,0.00,Signaling,DTO_05007599,147,237
7033,TFF3,0.52,0.89,0.02,Signaling,DTO_05007599,163,169
7035,TFPI,0.49,0.81,0.25,"Enzyme modulator",DTO_05007584,230,266
7036,TFR2,0.59,0.62,0.00,Enzyme,DTO_05007624,92,138
7037,TFRC,0.44,0.89,0.00,Enzyme,DTO_05007624,359,455
7038,TG,0.48,0.81,0.00,"Enzyme modulator",DTO_05007584,240,671
7039,TGFA,0.43,0.89,0.72,Signaling,DTO_05007599,376,522
7040,TGFB1,0.29,0.96,0.04,Signaling,DTO_05007599,1558,4537
7042,TGFB2,0.43,0.89,1.00,Signaling,DTO_05007599,389,390
7043,TGFB3,0.50,0.81,0.99,Signaling,DTO_05007599,230,180
7045,TGFBI,0.48,0.77,0.00,Signaling,DTO_05007599,225,403
7046,TGFBR1,0.45,0.89,0.85,Kinase,DTO_03300101,347,376
7048,TGFBR2,0.41,0.85,0.13,Kinase,DTO_03300101,502,533
7051,TGM1,0.57,0.77,0.00,Enzyme,DTO_05007624,117,164
7052,TGM2,0.45,0.81,0.00,Enzyme,DTO_05007624,315,547
7054,TH,0.46,0.89,0.00,NULL,NULL,321,571
7055,THAS,0.56,0.81,NULL,NULL,NULL,120,165
7056,THBD,0.46,0.77,0.05,NULL,NULL,303,354
7057,THBS1,0.41,0.89,1.00,NULL,NULL,480,752
7058,THBS2,0.53,0.77,0.56,NULL,NULL,149,125
7066,THPO,0.51,0.69,0.20,NULL,NULL,185,264
7068,THRB,0.55,0.77,1.00,"Nuclear receptor",DTO_00102000,142,219
7070,THY1,0.50,0.81,0.05,NULL,NULL,197,261
7076,TIMP1,0.38,0.89,0.50,"Enzyme modulator",DTO_05007584,603,938
7077,TIMP2,0.43,0.85,0.79,"Enzyme modulator",DTO_05007584,404,568
7078,TIMP3,0.45,0.92,0.63,"Enzyme modulator",DTO_05007584,325,429
7080,NKX2-1,0.46,0.81,0.36,"Transcription factor",DTO_05007542,319,436
7096,TLR1,0.50,0.81,0.00,NULL,NULL,198,221
7097,TLR2,0.36,0.92,0.00,NULL,NULL,749,1246
7098,TLR3,0.43,0.89,0.00,Receptor,DTO_05007575,393,560
7099,TLR4,0.32,0.96,0.00,NULL,NULL,1174,2673
7100,TLR5,0.52,0.89,0.00,NULL,NULL,163,181
7108,TM7SF2,0.49,0.81,0.00,Enzyme,DTO_05007624,217,263
7113,TMPRSS2,0.62,0.50,0.00,Enzyme,DTO_05007624,69,376
7124,TNF,0.23,0.96,0.80,Signaling,DTO_05007599,2724,13163
7128,TNFAIP3,0.48,0.81,1.00,Enzyme,DTO_05007624,212,282
7132,TNFRSF1A,0.41,0.92,0.99,NULL,NULL,487,637
7133,TNFRSF1B,0.43,0.89,0.50,NULL,NULL,417,477
7137,TNNI3,0.52,0.77,0.10,"Cellular structure",DTO_05007530,159,388
7139,TNNT2,0.60,0.42,0.00,"Cellular structure",DTO_05007530,79,230
7148,TNXB,0.57,0.73,0.02,NULL,NULL,127,104
7150,TOP1,0.54,0.69,1.00,Enzyme,DTO_05007624,143,149
7153,TOP2A,0.50,0.73,0.99,NULL,NULL,200,295
7157,TP53,0.24,0.96,0.53,"Transcription factor",DTO_05007542,2494,20063
7158,TP53BP1,0.52,0.73,1.00,"Epigenetic regulator",DTO_05007378,158,175
7161,TP73,0.45,0.81,1.00,"Transcription factor",DTO_05007542,300,511
7166,TPH1,0.55,0.73,0.00,NULL,NULL,127,175
7167,TPI1,0.52,0.85,0.03,Enzyme,DTO_05007624,184,189
7168,TPM1,0.56,0.62,0.00,"Cellular structure",DTO_05007530,117,213
7170,TPM3,0.49,0.81,0.01,"Cellular structure",DTO_05007530,297,193
7172,TPMT,0.59,0.69,0.00,NULL,NULL,83,225
7173,TPO,0.46,0.85,0.00,Enzyme,DTO_05007624,306,534
7178,TPT1,0.53,0.73,0.81,"Cellular structure",DTO_05007530,143,136
7180,CRISP2,0.51,0.77,0.00,"Immune response",DTO_05007608,168,153
7182,NR2C2,0.53,0.81,1.00,"Nuclear receptor",DTO_00102000,131,130
7184,HSP90B1,0.52,0.81,1.00,Chaperone,DTO_05007613,155,143
7185,TRAF1,0.55,0.73,0.00,Signaling,DTO_05007599,119,108
7187,TRAF3,0.54,0.77,1.00,Signaling,DTO_05007599,129,106
7189,TRAF6,0.47,0.81,1.00,Signaling,DTO_05007599,254,252
7190,HSP90B2P,0.56,0.85,NULL,Chaperone,DTO_05007613,110,114
7200,TRH,0.52,0.85,0.00,NULL,NULL,230,141
7225,TRPC6,0.51,0.69,0.00,"Ion channel",DTO_01300327,166,174
7226,TRPM2,0.55,0.73,0.00,"Ion channel",DTO_01300327,133,111
7227,TRPS1,0.54,0.77,1.00,NULL,NULL,248,103
7248,TSC1,0.44,0.81,1.00,NULL,NULL,391,644
7249,TSC2,0.44,0.81,1.00,"Enzyme modulator",DTO_05007584,410,802
7253,TSHR,0.49,0.81,0.00,"G-protein coupled receptor",DTO_02300001,250,786
7263,TST,0.59,0.65,0.00,Enzyme,DTO_05007624,91,147
7270,TTF1,0.54,0.50,0.00,NULL,NULL,134,231
7272,TTK,0.56,0.73,0.00,Kinase,DTO_03300101,112,138
7273,TTN,0.47,0.89,0.00,Kinase,DTO_03300101,366,347
7276,TTR,0.42,0.89,0.52,Transporter,DTO_05007405,461,1355
7291,TWIST1,0.40,0.85,0.34,"Transcription factor",DTO_05007542,559,828
7292,TNFSF4,0.54,0.81,0.05,Signaling,DTO_05007599,129,141
7293,TNFRSF4,0.55,0.69,0.00,NULL,NULL,123,125
7295,TXN,0.45,0.89,0.20,NULL,NULL,338,411
7296,TXNRD1,0.53,0.69,0.00,Enzyme,DTO_05007624,136,137
7297,TYK2,0.51,0.77,0.00,Kinase,DTO_03300101,172,169
7298,TYMS,0.43,0.85,0.72,Enzyme,DTO_05007624,406,805
7299,TYR,0.47,0.81,0.00,Enzyme,DTO_05007624,281,625
7306,TYRP1,0.51,0.85,0.00,Enzyme,DTO_05007624,200,228
7320,UBE2B,0.64,0.62,0.20,NULL,NULL,59,123
7329,UBE2I,0.54,0.77,0.96,NULL,NULL,131,115
7337,UBE3A,0.56,0.69,1.00,NULL,NULL,155,270
7341,SUMO1,0.53,0.73,0.86,NULL,NULL,133,121
7345,UCHL1,0.48,0.89,0.99,Enzyme,DTO_05007624,260,249
7350,UCP1,0.55,0.77,0.00,Transporter,DTO_05007405,124,205
7351,UCP2,0.49,0.81,0.00,Transporter,DTO_05007405,235,336
7352,UCP3,0.62,0.58,0.00,Transporter,DTO_05007405,66,115
7355,SLC35A2,0.53,0.81,0.72,Transporter,DTO_05007405,197,101
7356,SCGB1A1,0.55,0.81,0.00,Signaling,DTO_05007599,133,160
7357,UGCG,0.56,0.81,0.94,Enzyme,DTO_05007624,111,118
7361,UGT1A,0.54,0.65,NULL,NULL,NULL,117,154
7369,UMOD,0.52,0.85,0.00,NULL,NULL,164,218
7376,NR1H2,0.53,0.77,0.38,"Nuclear receptor",DTO_00102000,134,175
7389,UROD,0.52,0.77,0.00,NULL,NULL,166,219
7399,USH2A,0.58,0.69,0.00,"Enzyme modulator",DTO_05007584,119,213
7402,UTRN,0.53,0.69,0.00,NULL,NULL,152,253
7403,KDM6A,0.50,0.77,1.00,"Epigenetic regulator",DTO_05007378,238,156
7405,UVRAG,0.44,0.77,0.99,NULL,NULL,336,520
7412,VCAM1,0.42,0.81,0.80,NULL,NULL,406,571
7415,VCP,0.47,0.92,1.00,NULL,NULL,376,295
7421,VDR,0.35,0.89,0.00,"Nuclear receptor",DTO_00102000,852,2150
7422,VEGFA,0.27,0.92,0.00,Signaling,DTO_05007599,1899,9001
7424,VEGFC,0.46,0.77,0.50,Signaling,DTO_05007599,291,510
7428,VHL,0.44,0.85,0.08,Enzyme,DTO_05007624,372,1158
7430,EZR,0.48,0.81,0.18,"Cellular structure",DTO_05007530,255,289
7431,VIM,0.37,0.85,0.71,NULL,NULL,644,1475
7432,VIP,0.44,0.85,0.00,Signaling,DTO_05007599,376,417
7433,VIPR1,0.57,0.65,0.00,"G-protein coupled receptor",DTO_02300001,102,239
7439,BEST1,0.47,0.89,0.00,"Ion channel",DTO_01300327,292,575
7442,TRPV1,0.45,0.89,0.00,"Ion channel",DTO_01300327,404,612
7448,VTN,0.51,0.77,0.00,NULL,NULL,178,245
7450,VWF,0.41,0.89,0.00,"Enzyme modulator",DTO_05007584,498,1399
7454,WAS,0.53,0.81,1.00,"Cellular structure",DTO_05007530,204,329
7465,WEE1,0.55,0.77,1.00,Kinase,DTO_03300101,116,159
7466,WFS1,0.53,0.85,0.00,NULL,NULL,185,211
7468,NSD2,0.51,0.77,1.00,"Epigenetic regulator",DTO_05007378,224,123
7471,WNT1,0.50,0.77,0.33,Signaling,DTO_05007599,216,262
7474,WNT5A,0.44,0.81,0.99,Signaling,DTO_05007599,375,361
7486,WRN,0.52,0.81,0.00,Enzyme,DTO_05007624,172,259
7490,WT1,0.42,0.81,1.00,"Nucleic acid binding",DTO_05007557,446,752
7494,XBP1,0.48,0.85,0.03,NULL,NULL,234,283
7498,XDH,0.53,0.85,0.00,Enzyme,DTO_05007624,165,137
7503,XIST,0.52,0.81,NULL,NULL,NULL,146,169
7507,XPA,0.52,0.85,0.00,"Nucleic acid binding",DTO_05007557,209,215
7508,XPC,0.50,0.81,0.00,"Nucleic acid binding",DTO_05007557,211,276
7514,XPO1,0.50,0.69,1.00,Receptor,DTO_05007575,178,169
7515,XRCC1,0.42,0.92,0.00,NULL,NULL,410,935
7517,XRCC3,0.51,0.77,0.00,NULL,NULL,184,327
7520,XRCC5,0.55,0.81,1.00,Enzyme,DTO_05007624,113,125
7528,YY1,0.48,0.81,0.99,"Transcription factor",DTO_05007542,245,232
7531,YWHAE,0.53,0.69,0.98,Chaperone,DTO_05007613,176,170
7534,YWHAZ,0.48,0.85,0.94,Chaperone,DTO_05007613,247,333
7535,ZAP70,0.50,0.77,0.88,Kinase,DTO_03300101,212,356
7538,ZFP36,0.52,0.69,0.75,"Nucleic acid binding",DTO_05007557,161,163
7555,CNBP,0.56,0.69,0.96,NULL,NULL,125,176
7704,ZBTB16,0.55,0.81,1.00,"Transcription factor",DTO_05007542,154,136
7827,NPHS2,0.58,0.54,0.00,"Enzyme modulator",DTO_05007584,86,217
7849,PAX8,0.48,0.73,1.00,NULL,NULL,253,309
7852,CXCR4,0.36,0.92,0.02,"G-protein coupled receptor",DTO_02300001,739,1928
7864,SCLC1,0.61,0.58,NULL,NULL,NULL,73,163
7874,USP7,0.54,0.81,1.00,Enzyme,DTO_05007624,153,116
7913,DEK,0.54,0.77,0.13,NULL,NULL,122,108
7941,PLA2G7,0.54,0.77,0.00,Enzyme,DTO_05007624,136,201
7942,TFEB,0.53,0.73,0.90,NULL,NULL,150,185
7957,EPM2A,0.61,0.58,0.00,NULL,NULL,87,102
7965,AIMP2,0.39,0.92,0.01,NULL,NULL,555,1056
7980,TFPI2,0.52,0.77,0.00,"Enzyme modulator",DTO_05007584,161,169
7984,ARHGEF5,0.53,0.81,0.00,NULL,NULL,140,145
8000,PSCA,0.56,0.62,0.17,NULL,NULL,111,160
8013,NR4A3,0.50,0.81,0.91,"Nuclear receptor",DTO_00102000,186,186
8030,CCDC6,0.52,0.81,0.58,NULL,NULL,156,317
8031,NCOA4,0.62,0.58,0.00,"Transcription factor",DTO_05007542,62,111
8048,CSRP3,0.57,0.73,0.00,"Cellular structure",DTO_05007530,108,114
8061,FOSL1,0.52,0.85,0.16,"Transcription factor",DTO_05007542,150,169
8074,FGF23,0.46,0.73,0.03,Signaling,DTO_05007599,305,734
8085,KMT2D,0.47,0.81,1.00,NULL,NULL,320,290
8091,HMGA2,0.43,0.81,0.87,"Nucleic acid binding",DTO_05007557,382,588
8106,PABPN1,0.67,0.42,0.39,NULL,NULL,48,109
8115,TCL1A,0.56,0.50,0.00,NULL,NULL,106,184
8140,SLC7A5,0.51,0.81,0.24,Transporter,DTO_05007405,173,161
8163,CDR3,0.47,0.81,NULL,NULL,NULL,233,332
8190,MIA,0.54,0.77,0.00,NULL,NULL,130,222
8200,GDF5,0.51,0.69,0.67,Signaling,DTO_05007599,238,152
8201,MLRL,0.56,0.77,NULL,NULL,NULL,95,145
8202,NCOA3,0.52,0.65,0.54,Kinase,DTO_03300101,142,212
8205,TAM,0.53,0.73,NULL,NULL,NULL,141,176
8239,USP9X,0.50,0.85,1.00,NULL,NULL,255,107
8289,ARID1A,0.46,0.85,1.00,NULL,NULL,341,314
8291,DYSF,0.58,0.69,0.00,Transporter,DTO_05007405,144,272
8301,PICALM,0.59,0.54,1.00,Transporter,DTO_05007405,79,152
8312,AXIN1,0.56,0.58,0.41,NULL,NULL,118,115
8313,AXIN2,0.51,0.69,0.57,NULL,NULL,169,179
8314,BAP1,0.45,0.73,0.99,Enzyme,DTO_05007624,299,441
8322,FZD4,0.49,0.92,0.97,"G-protein coupled receptor",DTO_02300001,239,309
8360,H4C4,0.54,0.69,0.00,NULL,NULL,125,101
8364,H4C3,0.53,0.73,0.00,NULL,NULL,132,102
8365,H4C8,0.54,0.69,0.00,NULL,NULL,122,100
8366,H4C2,0.54,0.73,0.00,NULL,NULL,128,104
8378,LOH19CR1,0.57,0.81,NULL,NULL,NULL,96,120
8398,PLA2G6,0.48,0.85,0.00,"Enzyme modulator",DTO_05007584,350,305
8405,SPOP,0.60,0.50,1.00,NULL,NULL,72,103
8408,ULK1,0.56,0.77,0.99,Kinase,DTO_03300101,99,102
8431,NR0B2,0.47,0.81,0.00,"Nuclear receptor",DTO_00102000,251,252
8434,RECK,0.55,0.73,0.00,"Enzyme modulator",DTO_05007584,123,149
8452,CUL3,0.59,0.65,1.00,NULL,NULL,83,110
8493,PPM1D,0.51,0.81,0.00,Enzyme,DTO_05007624,177,135
8517,IKBKG,0.49,0.77,0.08,Kinase,DTO_03300101,252,207
8518,ELP1,0.58,0.77,0.00,"Enzyme modulator",DTO_05007584,138,110
8540,AGPS,0.67,0.54,1.00,NULL,NULL,38,113
8542,APOL1,0.55,0.62,0.00,Transporter,DTO_05007405,115,273
8549,LGR5,0.54,0.65,0.00,"G-protein coupled receptor",DTO_02300001,131,221
8562,DENR,0.54,0.69,0.88,Enzyme,DTO_05007624,121,161
8570,KHSRP,0.53,0.85,1.00,Enzyme,DTO_05007624,148,153
8600,TNFSF11,0.45,0.85,0.00,Signaling,DTO_05007599,327,662
8615,USO1,0.52,0.89,0.33,Transporter,DTO_05007405,153,170
8626,TP63,0.36,0.77,1.00,"Transcription factor",DTO_05007542,816,957
8644,AKR1C3,0.53,0.77,0.00,Enzyme,DTO_05007624,142,131
8647,ABCB11,0.57,0.65,0.00,Transporter,DTO_05007405,126,243
8648,NCOA1,0.56,0.73,1.00,Kinase,DTO_03300101,108,106
8651,SOCS1,0.45,0.81,0.59,"Enzyme modulator",DTO_05007584,315,389
8654,PDE5A,0.51,0.73,0.00,NULL,NULL,187,271
8660,IRS2,0.54,0.65,0.99,NULL,NULL,152,216
8661,EIF3A,0.59,0.77,1.00,"Nucleic acid binding",DTO_05007557,78,106
8678,BECN1,0.43,0.85,0.94,"Enzyme modulator",DTO_05007584,373,547
8714,ABCC3,0.52,0.77,0.00,Transporter,DTO_05007405,160,202
8718,TNFRSF25,0.57,0.77,0.01,NULL,NULL,96,168
8720,MBTPS1,0.53,0.69,0.00,Enzyme,DTO_05007624,148,144
8731,RNMT,0.65,0.50,0.00,NULL,NULL,46,105
8737,RIPK1,0.48,0.77,0.01,Kinase,DTO_03300101,250,264
8740,TNFSF14,0.53,0.77,0.05,Signaling,DTO_05007599,143,119
8741,TNFSF13,0.50,0.77,0.82,NULL,NULL,189,179
8743,TNFSF10,0.41,0.89,0.13,Signaling,DTO_05007599,445,1123
8754,ADAM9,0.56,0.65,0.03,Enzyme,DTO_05007624,109,102
8771,TNFRSF6B,0.53,0.73,0.00,NULL,NULL,145,117
8772,FADD,0.54,0.85,0.53,NULL,NULL,137,104
8788,DLK1,0.53,0.69,0.03,Signaling,DTO_05007599,144,135
8792,TNFRSF11A,0.48,0.85,0.01,NULL,NULL,270,303
8795,TNFRSF10B,0.51,0.77,0.00,NULL,NULL,179,255
8797,TNFRSF10A,0.52,0.73,0.00,NULL,NULL,155,164
8803,SUCLA2,0.57,0.65,0.00,Enzyme,DTO_05007624,136,249
8809,IL18R1,0.47,0.81,0.00,Receptor,DTO_05007575,234,329
8829,NRP1,0.48,0.81,0.99,NULL,NULL,246,334
8837,CFLAR,0.49,0.85,1.00,Enzyme,DTO_05007624,215,239
8838,CCN6,0.57,0.73,0.00,Signaling,DTO_05007599,126,125
8841,HDAC3,0.51,0.73,0.57,"Epigenetic regulator",DTO_05007378,179,226
8842,PROM1,0.41,0.85,0.00,Transporter,DTO_05007405,477,1116
8850,KAT2B,0.56,0.69,0.99,NULL,NULL,116,122
